Item Name,Unit,Qunatity Available,Quantity Purcahsed,Qunatity Sold,Qunatity Avaialble for sale,Valuation
Relimate Connector-7 Pin (Male+Female),nos,50.0,100.0,50.0,50.0,1250.0
Relimate Connector-8 Pin (Male+Female),nos,8.0,50.0,42.0,8.0,16.0
Res Support Pillar Bottom (Bottom Flange),Nos,5.0,10.0,5.0,5.0,21612.5
Res Support Pillar Middle (Bottom Flange),Nos,10.0,20.0,10.0,10.0,17940.0
Res. Support Spoon (Flat),Nos,72.0,144.0,72.0,72.0,20124.0
Reset Switch PCB,Nos,150.0,165.0,15.0,150.0,3300.0
Resistance 1 K 1/2W 1% MFR,Nos,0.0,1000.0,1000.0,0.0,0.0
Resistance 1 Meg 5 W,Nos,33.0,48.0,15.0,33.0,495.0
Resistance 1 ohm 2w 1%,Nos,0.0,3100.0,3100.0,0.0,0.0
Resistance 15 K 1/2W 1% MFR,Nos,0.0,1000.0,1000.0,0.0,0.0
"Resistance Holder (AL,NRH 20MM)",Nos,0.0,200.0,200.0,0.0,0.0
"Resistance Holder (AL,NRH-35MM)",Nos,0.0,200.0,200.0,0.0,0.0
"Resistance Holder (AL,RHS-05MM) w/o Coller",Nos,0.0,1039.0,1039.0,0.0,0.0
"Resistance Holder (AL,RHS-05MM) With Coller",Nos,0.0,100.0,100.0,0.0,0.0
"Resistance Holder (AL,RHS-20)",Nos,0.0,1225.0,1225.0,0.0,0.0
"Resistance Holder(AL,RHS-30)",Nos,0.0,1972.0,1972.0,0.0,0.0
"Resistance Holder(AL,RHS-35)",Nos,0.0,1473.0,1473.0,0.0,0.0
Resistance Wire 16 SWG,Kg,4.13,57.78,53.65,4.13,19743.1346
Resistance Wire 19 SWG,Kg,20.98,65.599,44.619,20.98,101141.1183
Resistance Wire 20 SWG,Kg,13.22,74.589,61.369,13.22,58291.739199999996
Resistance Wire 21 SWG,Kg,22.684,40.469,17.785,22.684,98340.03031
Resistance Wire 22 SWG,Kg,10.23,45.454,35.224,10.23,47086.326870000004
Resistance Wire 23 SWG,Kg,15.796,26.232,10.436,15.796,65543.31633
Resistance Wire 24 SWG,Kg,14.075,35.293,21.218,14.075,54526.85335
Resistance Wire 25 SWG,Kg,16.529,29.155,12.626,16.529,65181.8018
Resistance Wire 26 SWG,Kg,15.5,26.144,10.644,15.5,63750.3266
Resistance Wire 27 SWG,Kg,18.328,28.582,10.254,18.328,80732.56968
Resistance Wire 28 SWG,Kg,19.316,22.89,3.574,19.316,78558.1029
Resistance Wire 29 SWG,Kg,21.274,36.302,15.028,21.274,96413.3436
Resistance Wire 30 SWG,Kg,20.112,24.01,3.898,20.112,79437.90539999999
Resistance Wire 31 SWG,Kg,19.68,21.365,1.685,19.68,78160.1114
Resistance Wire 32 SWG,Kg,17.256,36.066,18.81,17.256,80535.16773
Resistance Wire 33 SWG,Kg,13.864,23.15,9.286,13.864,60922.0905
Resistance Wire 34 SWG,Kg,11.77,25.228,13.458,11.77,53515.01209999999
Resistance Wire 34 SWG,Kg,11.77,25.228,13.458,11.77,53515.01209999999
Resistance Wire 35 SWG,Kg,17.168,25.58,8.412,17.168,76053.85403999999
Resistance Wire 36 SWG,Kg,12.135,21.649,9.514,12.135,57176.9649
Resistance Wire 37 SWG,Kg,21.124,24.266,3.142,21.124,86367.3862
Resistance Wire 38 SWG,Kg,12.324,33.15,20.826,12.324,63581.13822
Resistance Wire 39 SWG,Kg,20.498,22.004,1.506,20.498,84135.2476
Resistance Wire 40 SWG,Kg,18.88,20.424,1.544,18.88,83889.6624
"Resister   1 kohm 1/4 W, 1% Metal",Nos,0.0,20.0,20.0,0.0,0.0
Resistor  Metal Film 100 ohm/1/4W/± 0.1% (MFP-25BRD52-100R),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 120 ohm/1/4W/± 0.1% (MFP-25BRD52-120R),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 150 ohm/1/4W/± 0.1% (MFP-25BRD52-150R),Nos,0.0,250.0,250.0,0.0,0.0
Resistor  Metal Film 15Kohm/1/4W/± 0.1%( PTF5615K000BZEK),Nos,0.0,5.0,5.0,0.0,0.0
Resistor  Metal Film 2 Kohm/1/4W/± 0.1% (PTF562K000BYEK),Nos,0.0,50.0,50.0,0.0,0.0
Resistor  Metal Film 20 Kohm/1/4W/± 0.1% (PTF5620K000BYEK),Nos,0.0,1.0,1.0,0.0,0.0
Resistor  Metal Film 220 ohm/1/4W/± 0.1% (MFP-25BRD52-220R),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 249 ohm/1/4W/± 0.1% (YR1B249RCC),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 350ohm/1/8W/± 0.1% (PTF56350R00BZEK),Nos,0.0,75.0,75.0,0.0,0.0
Resistor  Metal Film 39k ohm/1/4W/± 0.1% (MFP-25BRD52-39K),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 40 Kohm/1/4W/± 0.1% PTF5640K000BYEK,Nos,0.0,27.0,27.0,0.0,0.0
Resistor  Metal Film 470 ohm/1/4W/± 0.1% (MFP-25BRD52-470R),Nos,0.0,350.0,350.0,0.0,0.0
Resistor  Metal Film 4k7 ohm/1/4W/± 0.1% (MFP-25BRD52-4K7),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 61.9 ohm/1/4W/± 0.1% (YR1B61R9CC),Nos,0.0,500.0,500.0,0.0,0.0
Resistor  Metal Film 61.9 ohm/1/4W/±1% (MFR-25FBF52-61R9),Nos,0.0,100.0,100.0,0.0,0.0
Resistor  Metal Film 75 ohm/1/4W/± 0.1% (MFP-25BRD52-75R),Nos,0.0,250.0,250.0,0.0,0.0
Resistor 10 ohm 5W,Nos,0.0,44.0,44.0,0.0,0.0
"Resistor 10 Ohm,3W,5%",Nos,0.0,1.0,1.0,0.0,0.0
"Resistor 100 Meg ,10W,1%(MOX94021006FVE)",Nos,0.0,2.0,2.0,0.0,0.0
"Resistor 10E,1/4 W,1% MFR",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor 10K OHM,1/4W,0.1%",Nos,0.0,10.0,10.0,0.0,0.0
"Resistor 10K,1W,1% MFR",Nos,0.0,1000.0,1000.0,0.0,0.0
"Resistor 150E,1W,1% MFR",Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor 15K 10W,Nos,156.0,156.0,0.0,156.0,2574.0
Resistor 15K 20W,Nos,47.0,64.0,17.0,47.0,705.0
"Resistor 180E,1/4 W,1% MFR",Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor 1E /2W/1 % Metal Film,Nos,1800.0,4900.0,3100.0,1800.0,7200.0
Resistor 1Ω 5W -Axial Type,Nos,0.0,14.0,14.0,0.0,0.0
"Resistor 2K2,1/2 W,1% MFR",Nos,0.0,2500.0,2500.0,0.0,0.0
"Resistor 2K2,1W,1% MFR",Nos,0.0,1000.0,1000.0,0.0,0.0
"Resistor 30 MOhms ±1% 2W Through Hole Resistor Radial High Voltage, Pulse Withstanding Thick Film",Nos,25.0,25.0,0.0,25.0,17032.5
Resistor 33 K 5 W-Royal(White),Nos,275.0,343.0,68.0,275.0,2750.0
"Resistor 330E,1/4 W,1% MFR",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor 470E,1/4 W,1% MFR",Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor 47E /7 Watt,Nos,19.0,20.0,1.0,19.0,285.0
"Resistor 4E7,1/4 W,1% MFR",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor 4K7,1/2 W,1% MFR",Nos,0.0,2500.0,2500.0,0.0,0.0
Resistor 5 Ohm 1/4 watts,Nos,0.0,300.0,300.0,0.0,0.0
"Resistor 51E,1/4 W,1% MFR",Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor 75Ω 5W,Nos,32.0,51.0,19.0,32.0,1120.0
"Resistor 910E ,2W,1%, MFR",Nos,5250.0,17510.0,12260.0,5250.0,15750.0
Resistor Metal Film  2khom/1/4W/ ± 0.1% (MCMFR0W4BB2001A50),Nos,0.0,300.0,300.0,0.0,0.0
Resistor Metal Film 10k  1/4watt 1%,Nos,0.0,6000.0,6000.0,0.0,0.0
Resistor Metal Film 10k  1/4watt 1%,Nos,0.0,6000.0,6000.0,0.0,0.0
Resistor Metal Film 150k/2watt/1%,Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor Metal Film 1k 1/4watt 1%,Nos,0.0,2000.0,2000.0,0.0,0.0
Resistor Metal Film 1k1  1/4watt 1%,Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor Metal Film 1M /2W/1 %,Nos,2000.0,10765.0,8765.0,2000.0,8000.0
Resistor Metal Film 2.2E/2watt/1%,Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor Metal Film 2.2M/2watt/1%,Nos,0.0,975.0,975.0,0.0,0.0
Resistor Metal Film 33E / 1W / 1 %,Nos,1000.0,1000.0,0.0,1000.0,2000.0
Resistor Metal Film 470k/2watt/1%,Nos,0.0,1000.0,1000.0,0.0,0.0
Resistor Metal Film 47K /2W/1 %,Nos,1000.0,1000.0,0.0,1000.0,4000.0
Resistor Metal Film 4k7  1/4watt 1%,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor Metal Foil 0.22OHM/1.5W/1%,Nos,0.0,8.0,8.0,0.0,0.0
Resistor Network/Strip 10K 9Pin,Nos,0.0,600.0,600.0,0.0,0.0
Resistor Network/Strip 15K 10 Pin,Nos,0.0,25.0,25.0,0.0,0.0
Resistor Network/Strip 4K7-9357238,Nos,0.0,50.0,50.0,0.0,0.0
Resistor Power 20K/10W/5%,Nos,8.0,12.0,4.0,8.0,96.0
"Resistor SAC-200W, 1K8,5%",Nos,2.0,7.0,5.0,2.0,1302.0
Resistor SMD R005_2512,Nos,0.0,100.0,100.0,0.0,0.0
Resistor SMD R010_2512,Nos,0.0,100.0,100.0,0.0,0.0
Resistor SMD-1206 0.05E 0.5% 0.5W,Nos,0.0,250.0,250.0,0.0,0.0
Resistor SMD-1206 18K MFR,Nos,0.0,10000.0,10000.0,0.0,0.0
Resistor SMD-1206 22K MFR,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206 33E CFR,Nos,0.0,5002.0,5002.0,0.0,0.0
"Resistor SMD-1206/10K,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/10K/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/120E,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/15K,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/1E/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/1K/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/1K/01%/0.125W MC009133-2988391,Nos,0.0,120.0,120.0,0.0,0.0
"Resistor SMD-1206/1K5/01%,0.125W MC009150-2988436",Nos,0.0,120.0,120.0,0.0,0.0
"Resistor SMD-1206/1M,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/220E,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/270E,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/2K2/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/330E/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/330K,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/330R,01%,0.25W ERA8AEB331V-1717742",Nos,0.0,120.0,120.0,0.0,0.0
Resistor SMD-1206/33E/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/350E/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
Resistor SMD-1206/3K3/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/3K9,01%,0.25W",Nos,0.0,5001.1,5001.1,0.0,0.0
"Resistor SMD-1206/470E,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/47K,01%,0.25W",Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/4K02,01%,0.25W ERA8AEB4021V -ERA8AEB4021V",Nos,0.0,120.0,120.0,0.0,0.0
Resistor SMD-1206/6R8/0.1%/0.125W  YAGEO,Nos,0.0,5000.0,5000.0,0.0,0.0
"Resistor SMD-1206/7K5/01%,0.125W MC009214-2988378",Nos,0.0,120.0,120.0,0.0,0.0
Resistor Thik 10M/5W/1%-131005FE,Nos,0.0,2.0,2.0,0.0,0.0
Resistor Thin Film 1M OHM/3W/1% (MOX-2N-131004FE),Nos,0.0,13.0,13.0,0.0,0.0
RETI,Nos,0.0,7.0,7.0,0.0,0.0
Return Valve,Set,0.0,2.0,2.0,0.0,0.0
Return Valve,Set,0.0,2.0,2.0,0.0,0.0
"Reverse Forward L.T.Control ON-OFF-ON Switch 32 Amp, 3 - Phase, 415-Volts",Nos,1.0,1.0,0.0,1.0,390.0
Reversing Switch 25A,Nos,0.0,1.0,1.0,0.0,0.0
"Revolving Light 220VAC, 0.3A, 8W, 80dB, Rorating Light, Bulb = 86mm",Nos,2.0,25.0,23.0,2.0,960.0
"Revolving Light220VAC, 0.11A, 6W, 80dB, Rorating Light, Bulb ? = 86mm, RedASG-20-R",Nos,0.0,2.0,2.0,0.0,0.0
"RF Coaxial Connector (UHF Straight Crimp Type Plug -Crimp Contact, Double Nut) Straight Plug",Nos,3.0,22.0,19.0,3.0,330.0
RF Coaxial Connector UHF Receptacle,Nos,0.0,15.0,15.0,0.0,0.0
RHS With Coller,Nos,0.0,660.0,660.0,0.0,0.0
Ribbon Connector Male 10 Pin,Nos,51.0,59.0,8.0,51.0,459.0
Ribbon Connector Male 26 Pin.,Nos,0.0,50.0,50.0,0.0,0.0
Rittal Box 800x100x80-Grey,Nos,0.0,1.0,1.0,0.0,0.0
Rivit for name plate,Nos,500.0,932.0,432.0,500.0,45.0
Rivit Nut-M8x25mm,Nos,2400.0,12540.0,10140.0,2400.0,16320.0
Rivit Nut-M8x30mm,Nos,3000.0,4825.0,1825.0,3000.0,20400.0
Rivit POP Machine,Nos,1.0,1.0,0.0,1.0,850.0
RJ45 Male to Female Panel Mount LAN adapter 1 meter,Nos,5.0,5.0,0.0,5.0,1775.3999999999999
Rocker -Switch Female,Nos,0.0,40.0,40.0,0.0,0.0
Rocker -Switch Male,Nos,1.0,14.0,13.0,1.0,28.0
Rocker -Switch Male-2A,Nos,16.0,30.0,14.0,16.0,192.0
Rocker -Switch with Fuse,Nos,5.0,20.0,15.0,5.0,225.0
Rocker -Switch with Fuse-16A,Nos,16.0,20.0,4.0,16.0,3840.0
Rocker Switch & Socket with Red Light 220 VA C,Nos,0.0,20.0,20.0,0.0,0.0
"Rod Seal 160-180, 60-85-10 skf",Nos,0.0,2.0,2.0,0.0,0.0
Rohranlegefuhler mit Alu-Prisma LP1-PT100A-4L-5.0,Nos,0.0,3.0,3.0,0.0,0.0
Roller 0.8 mm,Nos,2.0,5.0,3.0,2.0,900.0
Roller Paint,Nos,0.0,3.0,3.0,0.0,0.0
Roller(Jigsaw),Nos,0.0,2.0,2.0,0.0,0.0
Rope for Bolero,Nos,0.0,4.12,4.12,0.0,0.0
Rotary Switch with knob,Nos,0.0,3.0,3.0,0.0,0.0
"Rotary Switch, 1 pole 2 Way ,Salzer",Nos,4.0,4.0,0.0,4.0,448.0
"Rotary Switch, 16A",Nos,2.0,2.0,0.0,2.0,551.0
"Rotary Switch, 4 pole 12 Way Pole(Blue)",Nos,1.0,3.0,2.0,1.0,290.0
"Rotary Switch, 6A",Nos,1.0,2.0,1.0,1.0,155.0
Rotomotive Make B040  63 B5(100:1),Nos,3.0,10.0,7.0,3.0,13386.0
Rotomotive Make B040  71 B5 (10:1),Nos,0.0,1.0,1.0,0.0,0.0
Rotomotive Make B063 P90B5  (10:1),Nos,3.0,6.0,3.0,3.0,28080.0
Rotomotive Make B075 63 B5 (7.5:1),Nos,0.0,1.0,1.0,0.0,0.0
Rotomotive Make B0X40  71 B14 (10:1),Nos,1.0,1.0,0.0,1.0,4620.0
Round File (Needle) 160mm High Carbon Steel,Nos,5.0,10.0,5.0,5.0,681.0
Round File 200mm High Carbon Steel,Nos,1.0,7.0,6.0,1.0,352.1
Round File Machinists File-100mm-Bastard-J.K,Nos,7.0,20.0,13.0,7.0,2072.0
"Round Pilot Light 415V, Red-Illuminated,  22 mm",Nos,14.0,30.0,16.0,14.0,1120.0
"Round Pilot Light230VAC, Red-Illuminated, Dia 22 mm, XB7EV04MPN",Nos,19.0,103.0,84.0,19.0,2618.2000000000003
"Round Pilot Light230VAC,Amber-Illuminated,? 22 mm,XB7EV08MPN",Nos,0.0,4.0,4.0,0.0,0.0
"Round Pilot Light230VAC,Green-Illuminated,? 22 mm,XB7EV03MPN",Nos,19.0,166.0,147.0,19.0,2618.2000000000003
"Round Pilot Light230VAC,White-Illuminated,? 22 mm,XB7EV01MPN",Nos,11.0,12.0,1.0,11.0,3146.0
"Round Pilot Light230VAC,Yellow-Illuminated,? 22 mm,XB7EV05MPN",Nos,17.0,40.0,23.0,17.0,3092.8
"Round Pilot Light24VDC, Green-Illuminated, ? 22 mm,XB7EV03BPN",Nos,7.0,9.0,2.0,7.0,932.3999999999999
"Round Pilot Light24VDC, Red-Illuminated, ? 22 mm,XB7EV03BPN",Nos,14.0,15.0,1.0,14.0,1864.8
"Round Plate ,φ(480)x12mm",Nos,1.0,2.0,1.0,1.0,3800.0
"Round Plate ,φ(480)x12mm",Nos,1.0,2.0,1.0,1.0,3800.0
"Round Plate ,φ(700)x16mm",Nos,1.0,2.0,1.0,1.0,2400.0
"Round Plate ,φ(800)x16mm",Nos,2.0,4.0,2.0,2.0,7600.0
Round Punch 12.1 mm,Nos,0.0,1.0,1.0,0.0,0.0
Round Tractor Lock Pin Dia 6 mm,pcs,85.0,200.0,115.0,85.0,212.5
RS 232 DB9 12.5 m Female to Female,Nos,0.0,3.0,3.0,0.0,0.0
RS232 to RS485 Passive adapater Converter-RTS,Nos,4.0,25.0,21.0,4.0,1291.9299999999998
RTC Module Precise Real Time AT24C32,Nos,0.0,2.0,2.0,0.0,0.0
"Rubber Backing Disc 7"" for Fibre",Nos,0.0,5.0,5.0,0.0,0.0
Rubber Cord (Black)-10mm,Mtrs,0.0,21.0,21.0,0.0,0.0
Rubber Cord (Black)-15mm,Mtrs,0.0,28.5,28.5,0.0,0.0
Rubber Cord (Black)-16mm,Mtrs,22.0,22.0,0.0,22.0,8756.0
Rubber Cord (Black)-25mm,Mtrs,3.0,3.0,0.0,3.0,937.5
Rubber Cord (Black)-3mm,Mtrs,0.0,10.0,10.0,0.0,0.0
Rubber Cork Sheet -3mm  1000X1000X3 ( Brown ),Nos,12.0,44.0,32.0,12.0,12960.0
Rubber Cork Sheet -5mm  1000X1000X5 ( Brown ),Nos,6.0,12.0,6.0,6.0,10800.0
Rubber Cork Sheet-5 mm 1000X2000X5 (Brown),Nos,10.0,42.0,32.0,10.0,36000.0
Rubber Grommets Ø16 mm,Nos,40.0,40.0,0.0,40.0,80.0
Rubber Grommets Ø19-20 mm,Nos,60.0,121.0,61.0,60.0,132.0
Rubber Grommets Ø22 mm,Nos,40.0,76.0,36.0,40.0,96.5
Rubber Grommets Ø25 mm,Nos,47.0,94.0,47.0,47.0,144.6
Rubber Grommets Ø32 mm,Nos,38.0,56.0,18.0,38.0,149.0
Rubber Grommets Ø38 mm,Nos,40.0,75.0,35.0,40.0,170.0
Rubber Grommets Ø50 mm,Nos,50.0,68.0,18.0,50.0,425.0
Rubber Grommets Ø62 mm,Nos,25.0,45.0,20.0,25.0,260.0
Rubber Hand Gloves,Pair,27.0,90.0,63.0,27.0,3345.0
"Rubber Hand Gloves 18""",Pair,0.0,7.0,7.0,0.0,0.0
Rubber Hand Gloves-220-11000 V,Pair,2.0,2.0,0.0,2.0,1300.0
"Rubber Pipe 3/4""  (Water Curing Pipe)",Bundle,0.0,1.0,1.0,0.0,0.0
"Rubber Seal 38x52x10, Pawan Sales as per sample",Nos,0.0,10.0,10.0,0.0,0.0
"Rubber Seal 48x62x10, Pawan Sales as per sample",Nos,0.0,10.0,10.0,0.0,0.0
Rubber sheet,pcs,0.0,6.0,6.0,0.0,0.0
Rubber sheet 2000x1000x8 mm,pcs,0.0,2.0,2.0,0.0,0.0
Rubber sheet 9MM,Mtrs,0.0,10.0,10.0,0.0,0.0
Rubber sheet Block 300x400x25mm,Nos,0.0,20.0,20.0,0.0,0.0
Rubber sheet Inner Thread-3mm,Kgs,0.0,52.0,52.0,0.0,0.0
Rubberbase Cable 0.75 sq. mm2-Core Naresh Electro,Mtr,20.0,47.0,27.0,20.0,579.8
Rugged LC Duplex Fiber Optical Cable 50M/165FT (Drum) BLK,pcs,0.0,0.0,0.0,0.0,0
"S.S 304 Ball Valve 3/4""",Nos,4.0,35.0,31.0,4.0,1400.0
"S.S 304 HEX Nipple 1/2""",Nos,0.0,14.0,14.0,0.0,0.0
"S.S 304 HEX Nipple 2""",Nos,0.0,1.0,1.0,0.0,0.0
"S.S Bush 3/4"", 1/2""",Nos,0.0,0.0,0.0,0.0,0
"S.S Bush 3/4"", 1/2"" IC Hose",Nos,0.0,0.0,0.0,0.0,0
"S.S Elbow 3""",Nos,2.0,3.0,1.0,2.0,1500.0
S.S Flat 40X10,Kg,0.0,15.5,15.5,0.0,0.0
S.S Flat 40X10,Kg,0.0,15.5,15.5,0.0,0.0
S.S Flat 40X20,Kg,9.0,12.76,3.76,9.0,1980.0
S.S Flat 50X25,Kg,16.0,75.05,59.05,16.0,3197.6
"S.S Flexible Pipe 4""",Mtrs,0.0,1.0,1.0,0.0,0.0
"S.S Hex Niple 304,,1/2""",Nos,0.0,5.0,5.0,0.0,0.0
"S.S Hex Nipple 3/8"" to 1/2""",Nos,0.0,8.0,8.0,0.0,0.0
"S.S Npple 1.1/2"", 4""",Nos,0.0,4.0,4.0,0.0,0.0
"S.S Npple 1.1/2"", 6""",Nos,0.0,10.0,10.0,0.0,0.0
"S.S Npple 1.1/2"", 9""",Nos,0.0,10.0,10.0,0.0,0.0
S.S Pipe 100X100X5 mm,Kg,56.0,56.7,0.7,56.0,13160.0
"S.S Pipe Fitting 1.1/2"" IC Cap",Nos,0.0,3.0,3.0,0.0,0.0
"S.S Pipe Fitting 1.1/2"" Plug",Nos,0.0,1.0,1.0,0.0,0.0
"S.S Pipe OD=38,ID=34",Kg,10.0,20.0,10.0,10.0,2200.0
"S.S Reducer 1.1/2"", 1.1/4"" BSP",Nos,0.0,0.0,0.0,0.0,0
"S.S Reducer 1.1/2"", 2"" BSP",Nos,0.0,5.0,5.0,0.0,0.0
"S.S Reducer 2""x1.1/2"", Weld",Nos,2.0,2.0,0.0,2.0,360.0
"S.S Reducer 3/4"", 1/2"" BSP",Nos,0.0,0.0,0.0,0.0,0
S.S Rod 30 mm(304),Kg,60.85,108.38,47.53,60.85,13995.5
S.S Sheet 170X6 mmX 2580 mm,Kg,0.0,39.9,39.9,0.0,0.0
S.S Steel Tape 0.2 mm,Kg,0.5,4.6,4.1,0.5,400.0
S.S Weld Cleaning Gel,Nos,0.0,2.0,2.0,0.0,0.0
S.S. 4 x 10mm(Slot) Screw-,Nos,2100.0,4017.0,1917.0,2100.0,3984.2599999999998
S.S. Flat (100X5),Kg,12.0,13.6,1.6,12.0,2064.0
S.S. Flat (200X6),Kg,0.0,77.5,77.5,0.0,0.0
S.S. Flat 100x16mm,Kg,28.0,91.61,63.61,28.0,5074.72
S.S. Flat 50x16,Kg,58.0,100.07,42.07,58.0,15300.0
S.S. Flat(100X10),Kg,4.0,15.45,11.45,4.0,1000.0
S.S. Flat(100X12),Kg,11.0,18.85,7.85,11.0,2090.0
S.S. Flat(50x10),Kg,7.0,54.9,47.9,7.0,12271.0
"S.S. Hex Nipple-1/4"" BSP I.C",Nos,0.0,0.0,0.0,0.0,0
"S.S. Hex Nipple-3/8""MNPT",Nos,0.0,15.0,15.0,0.0,0.0
S.S. Mesh Thik 1 mm Hole Dia 1.5,Kg,15.0,18.5,3.5,15.0,7307.099999999999
"S.S. Tubing 3/8""",Mtrs,0.0,15.0,15.0,0.0,0.0
"S.S. Union Tee-1/2""OD",Nos,10.0,11.0,1.0,10.0,35473.0
S.S.304 Flat(110x16)mm,Kg,0.0,27.7,27.7,0.0,0.0
S.S.304 Plate  -240X525X16MM,Kg,0.0,265.6,265.6,0.0,0.0
S.S.304 Plate -300X1130X20MM,Kg,0.0,113.6,113.6,0.0,0.0
S.S.304 Round Plate ϴ-155x10mm,Kg,0.0,64.4,64.4,0.0,0.0
S.S.304 Round Plate ϴ-155x6mm,Kg,0.0,27.52,27.52,0.0,0.0
S.S.button Head 6 x 35+,Nos,0.0,190.0,190.0,0.0,0.0
S.S.button Head 8 x 35+,Nos,50.0,139.0,89.0,50.0,637.5
"S.S.Cross Socket-1/2"" (Sunlight)",Nos,0.0,2.0,2.0,0.0,0.0
S.S.Ferrule Nut assembly-Serveron,Pcs,0.0,86.0,86.0,0.0,0.0
"S.S.Hex Reducing Nipple-1/2""x3/8""",Pcs,0.0,4.0,4.0,0.0,0.0
"S.S.Male Connector(1/2""OD x1/2""MNPT)",Nos,0.0,29.0,29.0,0.0,0.0
"S.S.Male Connector(1/2""OD x3/8""MNPT)",Nos,0.0,16.0,16.0,0.0,0.0
"S.S.Pipe(6"")-304(164-168)",Kg,0.0,87.45,87.45,0.0,0.0
S.S.plating 3 x10mm Screw +,Nos,1800.0,5208.0,3408.0,1800.0,270.0
S.S.Plating-4 x 6 mm Screw(Philip head),Nos,800.0,1060.0,260.0,800.0,1792.0000000000002
S.S.Screw  Phillips CSK 3X8,Nos,3009.0,7968.0,4959.0,3009.0,4955.76
S.S.Screw  Phillips CSK 4x35mm-APL,Nos,200.0,618.0,418.0,200.0,240.0
S.S.Screw  Phillips CSK 4x35mm-APL,Nos,200.0,618.0,418.0,200.0,240.0
S.S.Screw  Phillips CSK 5X12 mm,Nos,0.0,1340.0,1340.0,0.0,0.0
S.S.Screw  Phillips CSK M5 x 40mm,Nos,0.0,122.0,122.0,0.0,0.0
S.S.Screw  Phillips CSK5X10,Nos,0.0,504.0,504.0,0.0,0.0
S.S.Screw 4 x 6 mm,Nos,300.0,450.0,150.0,300.0,360.0
S.S.Screw 4 x 8mm(-),Nos,0.0,1114.0,1114.0,0.0,0.0
S.S.Screw Phillips CSK 3x35mm,Nos,467.0,914.0,447.0,467.0,1657.85
S.S.Screw Phillips CSK 3x40mm,Nos,562.0,600.0,38.0,562.0,2429.45
"S.S.Tube Grade-13mm OD,10 mm ID Seamless",Mtr.,35.0,132.0,97.0,35.0,7700.0
"S.S.Valve G 3/8""-3 Way",Nos,18.0,38.0,20.0,18.0,59940.0
S.T Thinner,Ltr,80.0,2640.0,2560.0,80.0,5600.0
SA 25x25 Cylinder,Nos,0.0,1.0,1.0,0.0,0.0
SAFEDA 100GM,Kgs,0.0,1.0,1.0,0.0,0.0
SAFEDA 200GM,Kgs,0.0,0.2,0.2,0.0,0.0
Safety belt Full Body,Nos,0.0,5.0,5.0,0.0,0.0
Safety belt Full Body double Hook,Nos,2.0,4.0,2.0,2.0,1700.0
Safety Helmet Cover-Sandblasting-Quality Spares,Nos,0.0,5.0,5.0,0.0,0.0
